Delivery,Name of sold-to party,Shipment Number,Sold-to party,Name of the ship-to party,Location of the ship-to party,Ship-to party,Material,UPC,GTIN,Description,Batch,Delivery quantity,Actual delivery qty,Net weight,Plant,Act. Gds Mvmnt Date,Deliv. date(From/to),Created on,Overall pick.status
808288166,WALNUT CREST ACRES SEED,833251988,9234212,WALNUT CREST ACRES SEED,WELLMAN,9234212,30084031,190794459938,00190794459938,C.DK.DKC65-92.S00.AF2.50USP.F7.US,H22X1L3JX,50,1,"2,550.000",8H4B,06/03/2023,06/03/2023,21/02/2023,C
808393937,DARIN AND WENDY KELLER,833345869,9201977,HRW FARMING PARTNERS,Friend,9138118,30084031,190794459938,00190794459938,C.DK.DKC65-92.S00.AF2.50USP.F7.US,H13RE33JX,50,1,"2,425.000",8H38,05/04/2023,05/04/2023,27/03/2023,C
808167492,HOBBS SEED,833117063,9238662,HOBBS SEED,BUFFALO,9238662,30084027,190794459891,00190794459891,C.DK.DKC65-92.S00.AF2.80M.F7.US,H22XFT9JX,65,65,"3,120.000",8H3S,18/01/2023,18/01/2023,09/01/2023,C
808228712,HOBBS SEED,833213517,9238662,HOBBS SEED,BUFFALO,9238662,30084027,190794459891,00190794459891,C.DK.DKC65-92.S00.AF2.80M.F7.US,H22XFT9JX,3,3,144.000,8H3S,23/02/2023,23/02/2023,01/02/2023,C
808231150,CARTHAGE AG SERVICE LLC,833194264,9201314,CARTHAGE AG SERVICE LLC,GOLDEN CITY,9201314,30084027,190794459891,00190794459891,C.DK.DKC65-92.S00.AF2.80M.F7.US,H22XJF4JX,60,60,"2,640.000",8H3S,14/02/2023,14/02/2023,01/02/2023,C
808288166,WALNUT CREST ACRES SEED,833251988,9234212,WALNUT CREST ACRES SEED,WELLMAN,9234212,30084027,190794459891,00190794459891,C.DK.DKC65-92.S00.AF2.80M.F7.US,H22XFT9JX,56,56,"2,688.000",8H4B,06/03/2023,06/03/2023,21/02/2023,C
808342775,WALNUT CREST ACRES SEED,833305651,9234212,WALNUT CREST ACRES SEED,WELLMAN,9234212,30084027,190794459891,00190794459891,C.DK.DKC65-92.S00.AF2.80M.F7.US,,0,0,0.000,8H4B,20/03/2023,20/03/2023,11/03/2023,C
808342775,WALNUT CREST ACRES SEED,833305651,9234212,WALNUT CREST ACRES SEED,WELLMAN,9234212,30084027,190794459891,00190794459891,C.DK.DKC65-92.S00.AF2.80M.F7.US,H22XFT9JX,46,46,"2,208.000",8H4B,20/03/2023,20/03/2023,17/03/2023,C
808342775,WALNUT CREST ACRES SEED,833305651,9234212,WALNUT CREST ACRES SEED,WELLMAN,9234212,30084027,190794459891,00190794459891,C.DK.DKC65-92.S00.AF2.80M.F7.US,H22MRT7JX,68,68,"3,706.000",8H4B,20/03/2023,20/03/2023,17/03/2023,C
808390856,DARIN AND WENDY KELLER,833345869,9201977,HRW FARMING PARTNERS,Friend,9138118,30084032,190794459945,00190794459945,C.DK.DKC65-92.S00.AR.50USP.F7.US,H22X7R7JX,100,2,"4,400.000",8H38,05/04/2023,05/04/2023,24/03/2023,C
808193094,HOBBS SEED,833183583,9238662,HOBBS SEED,BUFFALO,9238662,30084028,190794459907,00190794459907,C.DK.DKC65-92.S00.AR.80M.F7.US,H22XR94JX,60,60,"2,640.000",8H3S,13/02/2023,13/02/2023,19/01/2023,C
808228712,HOBBS SEED,833213517,9238662,HOBBS SEED,BUFFALO,9238662,30084028,190794459907,00190794459907,C.DK.DKC65-92.S00.AR.80M.F7.US,H22XR94JX,23,23,"1,012.000",8H3S,23/02/2023,23/02/2023,01/02/2023,C
808244755,STATELINE AG ENTERPRISES,833217813,9128452,STATELINE AG ENTERPRISES,DAWSON,9128452,30084028,190794459907,00190794459907,C.DK.DKC65-92.S00.AR.80M.F7.US,H22XR94JX,6,6,264.000,8H38,17/02/2023,20/02/2023,06/02/2023,C
808267332,ARNOLD FEED AND SEED,833233934,9419765,ARNOLD FEED AND SEED,CAMPBELLSVILLE,9419765,30084028,190794459907,00190794459907,C.DK.DKC65-92.S00.AR.80M.F7.US,H22XR94JX,60,60,"2,640.000",8H52,24/02/2023,27/02/2023,14/02/2023,C
808272577,STATELINE AG ENTERPRISES,833244624,9128452,STATELINE AG ENTERPRISES,DAWSON,9128452,30084028,190794459907,00190794459907,C.DK.DKC65-92.S00.AR.80M.F7.US,H22XR94JX,54,54,"2,376.000",8H38,21/02/2023,22/02/2023,15/02/2023,C
808390333,WALNUT CREST ACRES SEED,833341474,9234212,WALNUT CREST ACRES SEED,WELLMAN,9234212,30084028,190794459907,00190794459907,C.DK.DKC65-92.S00.AR.80M.F7.US,H22XR94JX,10,10,440.000,8H4B,03/04/2023,03/04/2023,24/03/2023,C
808330705,QUINN STARNER SEED WELLSVILLE,833292613,9258314,QUINN STARNER WHS,WELLSVILLE,9264842,12661739,888346585296,00888346585296,C.DK.DKC65-94RIB.SB2.AF.80M.E7.US,H22XXD3JX,40,40,"1,460.000",8HN7,17/03/2023,20/03/2023,08/03/2023,C
808339153,WHALEY SEEDS,833298364,9201114,WHALEY SEEDS WHS,BROOK,9227255,12661739,888346585296,00888346585296,C.DK.DKC65-94RIB.SB2.AF.80M.E7.US,,0,0,0.000,8H52,15/03/2023,17/03/2023,10/03/2023,C
808339153,WHALEY SEEDS,833298364,9201114,WHALEY SEEDS WHS,BROOK,9227255,12661739,888346585296,00888346585296,C.DK.DKC65-94RIB.SB2.AF.80M.E7.US,H52RR33JX,16,16,609.600,8H52,15/03/2023,17/03/2023,14/03/2023,C
808339153,WHALEY SEEDS,833298364,9201114,WHALEY SEEDS WHS,BROOK,9227255,12661739,888346585296,00888346585296,C.DK.DKC65-94RIB.SB2.AF.80M.E7.US,H52RPY4JT,3,3,121.800,8H52,15/03/2023,17/03/2023,14/03/2023,C
808296638,LANCASTER SEED SALES LLC,833262906,4579735,DREW W HAINES,MIDDLETOWN,9366887,12661765,888346585456,00888346585456,C.DK.DKC65-94RIB.SB2.AF2.80M.E7.US,H35E3K9JX,6,6,303.000,8HN7,06/03/2023,07/03/2023,24/02/2023,C
808184654,WHALEY SEEDS,833152277,9201114,WHALEY SEEDS WHS,BROOK,9227255,12661734,888346585241,00888346585241,C.DK.DKC65-94RIB.SB2.AR2.80M.E7.US,H22XJL9JX,30,30,"1,500.000",8H52,31/01/2023,01/02/2023,16/01/2023,C
808061938,HOWARD SEED,832991155,9205392,HOWARD SEED,HIAWATHA,9205392,13030398,190794140126,00190794140126,C.DK.DKC65-95RIB.SB9.AF.50USP.F7.US,H21XPX4JX,150,3,"6,225.000",8H3S,01/12/2022,01/12/2022,15/11/2022,C
808074495,HOWARD SEED,833006230,9205392,HOWARD SEED,HIAWATHA,9205392,13030398,190794140126,00190794140126,C.DK.DKC65-95RIB.SB9.AF.50USP.F7.US,H21XPX4JX,50,1,"2,075.000",8H3S,06/12/2022,06/12/2022,21/11/2022,C
808078251,DARIN AND WENDY KELLER,833019208,9201977,DARIN AND WENDY KELLER,WILBER,9201977,13030398,190794140126,00190794140126,C.DK.DKC65-95RIB.SB9.AF.50USP.F7.US,H21XPX4JX,100,2,"4,150.000",8H38,05/12/2022,05/12/2022,22/11/2022,C
808078638,EMC SEED SERVICE INC,833056748,4198061,EMC SEED SERVICE INC,DILLER,4198061,13030398,190794140126,00190794140126,C.DK.DKC65-95RIB.SB9.AF.50USP.F7.US,H38XEK4JX,100,2,"3,850.000",8H38,21/12/2022,22/12/2022,22/11/2022,C
808089859,CARTHAGE AG SERVICE LLC,833031904,9201314,CARTHAGE AG SERVICE LLC,GOLDEN CITY,9201314,13030398,190794140126,00190794140126,C.DK.DKC65-95RIB.SB9.AF.50USP.F7.US,,0,0,0.000,8H3S,20/12/2022,20/12/2022,29/11/2022,C
808089859,CARTHAGE AG SERVICE LLC,833031904,9201314,CARTHAGE AG SERVICE LLC,GOLDEN CITY,9201314,13030398,190794140126,00190794140126,C.DK.DKC65-95RIB.SB9.AF.50USP.F7.US,H21XPX4JX,50,1,"2,075.000",8H3S,20/12/2022,20/12/2022,16/12/2022,C
808089859,CARTHAGE AG SERVICE LLC,833031904,9201314,CARTHAGE AG SERVICE LLC,GOLDEN CITY,9201314,13030398,190794140126,00190794140126,C.DK.DKC65-95RIB.SB9.AF.50USP.F7.US,H18XR49JX,150,3,"6,075.000",8H3S,20/12/2022,20/12/2022,16/12/2022,C
808134039,ARNOLD FEED AND SEED,833092257,9419765,ARNOLD FEED AND SEED,CAMPBELLSVILLE,9419765,13030398,190794140126,00190794140126,C.DK.DKC65-95RIB.SB9.AF.50USP.F7.US,H18X9V4JX,100,2,"3,900.000",8H52,18/01/2023,19/01/2023,16/12/2022,C
808093433,CARTHAGE AG SERVICE LLC,833029529,9201314,CARTHAGE AG SERVICE LLC,GOLDEN CITY,9201314,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,,0,0,0.000,8H3S,19/12/2022,19/12/2022,30/11/2022,C
808093433,CARTHAGE AG SERVICE LLC,833029529,9201314,CARTHAGE AG SERVICE LLC,GOLDEN CITY,9201314,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H18XMR9JX,29,29,"1,160.000",8H3S,19/12/2022,19/12/2022,17/12/2022,C
808093433,CARTHAGE AG SERVICE LLC,833029529,9201314,CARTHAGE AG SERVICE LLC,GOLDEN CITY,9201314,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H18EHY4JX,35,35,"1,435.000",8H3S,19/12/2022,19/12/2022,17/12/2022,C
808093433,CARTHAGE AG SERVICE LLC,833029529,9201314,CARTHAGE AG SERVICE LLC,GOLDEN CITY,9201314,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H18EDE3JT,2,2,71.000,8H3S,19/12/2022,19/12/2022,17/12/2022,C
808187244,BRYAN PADEN,833152804,9201595,BRYAN D PADEN,WATHENA,9207200,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H38XNV7JX,264,264,"10,296.000",8H3S,27/01/2023,27/01/2023,17/01/2023,C
808202403,HOWARD SEED,833204442,9205392,HOWARD SEED,HIAWATHA,9205392,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H22XJJ9JX,66,66,"2,574.000",8H3S,21/02/2023,21/02/2023,23/01/2023,C
808213599,HOWARD SEED,833181823,9205392,HOWARD SEED,HIAWATHA,9205392,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H18XX17JX,8,8,320.000,8H3S,08/02/2023,09/02/2023,26/01/2023,C
808213606,LARRY LANTER,833183594,9201999,LARRY LANTER,EVEREST,9201999,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H18XX17JX,26,26,"1,040.000",8H3S,09/02/2023,10/02/2023,26/01/2023,C
808223252,LANCASTER SEED SALES LLC,833189893,4579735,DREW W HAINES,MIDDLETOWN,9366887,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,,0,0,0.000,8HN7,08/02/2023,09/02/2023,30/01/2023,C
808223252,LANCASTER SEED SALES LLC,833189893,4579735,DREW W HAINES,MIDDLETOWN,9366887,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H21R7D7JT,7,7,241.500,8HN7,08/02/2023,09/02/2023,06/02/2023,C
808223252,LANCASTER SEED SALES LLC,833189893,4579735,DREW W HAINES,MIDDLETOWN,9366887,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H18XKM3JX,203,203,"7,612.500",8HN7,08/02/2023,09/02/2023,06/02/2023,C
808228712,HOBBS SEED,833213517,9238662,HOBBS SEED,BUFFALO,9238662,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,,0,0,0.000,8H3S,23/02/2023,23/02/2023,01/02/2023,C
808228712,HOBBS SEED,833213517,9238662,HOBBS SEED,BUFFALO,9238662,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H38XPJ3JX,3,3,117.000,8H3S,23/02/2023,23/02/2023,23/02/2023,C
808228712,HOBBS SEED,833213517,9238662,HOBBS SEED,BUFFALO,9238662,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H18XX17JX,20,20,800.000,8H3S,23/02/2023,23/02/2023,23/02/2023,C
808231150,CARTHAGE AG SERVICE LLC,833194264,9201314,CARTHAGE AG SERVICE LLC,GOLDEN CITY,9201314,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H22XJJ9JX,7,7,273.000,8H3S,14/02/2023,14/02/2023,01/02/2023,C
808248163,WALNUT CREST ACRES SEED,833207403,9234212,WALNUT CREST ACRES SEED,WELLMAN,9234212,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H22XJJ9JX,44,44,"1,716.000",8H4B,14/02/2023,14/02/2023,07/02/2023,C
808258849,MERSHON FARMS,833218658,9202093,MERSHON FARMS,BUCKNER,9202093,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,,0,0,0.000,8H3S,23/02/2023,23/02/2023,10/02/2023,C
808258849,MERSHON FARMS,833218658,9202093,MERSHON FARMS,BUCKNER,9202093,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H35ETJ3JT,43,43,"1,569.500",8H3S,23/02/2023,23/02/2023,23/02/2023,C
808258849,MERSHON FARMS,833218658,9202093,MERSHON FARMS,BUCKNER,9202093,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H22XJJ9JX,19,19,741.000,8H3S,23/02/2023,23/02/2023,23/02/2023,C
808259510,LANCASTER SEED SALES LLC,833217136,4579735,DREW W HAINES,MIDDLETOWN,9366887,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,,0,0,0.000,8HN7,15/02/2023,17/02/2023,10/02/2023,C
808259510,LANCASTER SEED SALES LLC,833217136,4579735,DREW W HAINES,MIDDLETOWN,9366887,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H21XNT4JX,7,7,287.000,8HN7,15/02/2023,17/02/2023,14/02/2023,C
808259510,LANCASTER SEED SALES LLC,833217136,4579735,DREW W HAINES,MIDDLETOWN,9366887,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H21R9L4JT,23,23,931.500,8HN7,15/02/2023,17/02/2023,14/02/2023,C
808267566,JOHN BLAKEMAN SEED,833282682,4161544,JOHN BLAKEMAN TREATING,MERNA,9240390,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,,0,0,0.000,8H4A,14/03/2023,14/03/2023,14/02/2023,C
808267566,JOHN BLAKEMAN SEED,833282682,4161544,JOHN BLAKEMAN TREATING,MERNA,9240390,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H22XDL7JX,31,31,"1,069.500",8H4A,14/03/2023,14/03/2023,13/03/2023,C
808267566,JOHN BLAKEMAN SEED,833282682,4161544,JOHN BLAKEMAN TREATING,MERNA,9240390,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H38XNV7JX,1,1,39.000,8H4A,14/03/2023,14/03/2023,13/03/2023,C
808287948,DAN SCHOLL SEED,833253120,9201062,DAN SCHOLL SEED,FALLS CITY,9201062,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,,0,0,0.000,8H38,27/02/2023,02/03/2023,21/02/2023,C
808287948,DAN SCHOLL SEED,833253120,9201062,DAN SCHOLL SEED,FALLS CITY,9201062,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H38XPD9JX,53,53,"2,120.000",8H38,27/02/2023,02/03/2023,23/02/2023,C
808287948,DAN SCHOLL SEED,833253120,9201062,DAN SCHOLL SEED,FALLS CITY,9201062,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H38XPJ3JX,2,2,78.000,8H38,27/02/2023,02/03/2023,23/02/2023,C
808290673,KOELZER FARMS,833254071,9200986,KOELZER FARMS,ONAGA,9200986,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H22XVH7JX,97,97,"3,734.500",8H3S,03/03/2023,03/03/2023,22/02/2023,C
808294402,CARTHAGE AG SERVICE LLC,833273034,9201314,CARTHAGE AG SERVICE LLC,GOLDEN CITY,9201314,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H18XKM3JX,217,217,"8,137.500",8H3S,08/03/2023,08/03/2023,23/02/2023,C
808295323,BREWER FERTILIZER AND FARMS,833279956,9254262,BREWER FERTILIZER AND FARMS,FALLS CITY,9254262,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,,0,0,0.000,8H38,08/03/2023,09/03/2023,23/02/2023,C
808295323,BREWER FERTILIZER AND FARMS,833279956,9254262,BREWER FERTILIZER AND FARMS,FALLS CITY,9254262,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H38XMV3JX,120,120,"4,860.000",8H38,08/03/2023,09/03/2023,07/03/2023,C
808295323,BREWER FERTILIZER AND FARMS,833279956,9254262,BREWER FERTILIZER AND FARMS,FALLS CITY,9254262,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H38XNV7JX,19,19,741.000,8H38,08/03/2023,09/03/2023,07/03/2023,C
808296582,HOBBS SEED,833273036,9238662,HOBBS SEED,BUFFALO,9238662,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,,0,0,0.000,8H3S,08/03/2023,08/03/2023,24/02/2023,C
808296582,HOBBS SEED,833273036,9238662,HOBBS SEED,BUFFALO,9238662,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H38XPD9JX,36,36,"1,440.000",8H3S,08/03/2023,08/03/2023,08/03/2023,C
808296582,HOBBS SEED,833273036,9238662,HOBBS SEED,BUFFALO,9238662,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H18XKM3JX,29,29,"1,087.500",8H3S,08/03/2023,08/03/2023,08/03/2023,C
808308227,BRYAN PADEN,833282249,9201595,BRYAN D PADEN,WATHENA,9207200,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H22X1D7JX,10,10,370.000,8H3S,13/03/2023,13/03/2023,28/02/2023,C
808308228,LARRY LANTER,833276287,9201999,LARRY LANTER,EVEREST,9201999,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,,0,0,0.000,8H3S,09/03/2023,10/03/2023,28/02/2023,C
808308228,LARRY LANTER,833276287,9201999,LARRY LANTER,EVEREST,9201999,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H38XPD9JX,68,68,"2,720.000",8H3S,09/03/2023,10/03/2023,08/03/2023,C
808308228,LARRY LANTER,833276287,9201999,LARRY LANTER,EVEREST,9201999,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H22X1D7JX,12,12,444.000,8H3S,09/03/2023,10/03/2023,08/03/2023,C
808336290,ARNOLD FEED AND SEED,833294973,9419765,ARNOLD FEED AND SEED,CAMPBELLSVILLE,9419765,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H18XJM7JX,80,80,"2,880.000",8H52,14/03/2023,16/03/2023,09/03/2023,C
808340360,ANDERSON FAMILY FARMS,833298982,9200816,ANDERSON FAMILY FARMS,ARCHIE,9200816,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,,0,0,0.000,8H3S,16/03/2023,16/03/2023,10/03/2023,C
808340360,ANDERSON FAMILY FARMS,833298982,9200816,ANDERSON FAMILY FARMS,ARCHIE,9200816,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H22XVH7JX,66,66,"2,541.000",8H3S,16/03/2023,16/03/2023,16/03/2023,C
808340360,ANDERSON FAMILY FARMS,833298982,9200816,ANDERSON FAMILY FARMS,ARCHIE,9200816,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H22X1D7JX,4,4,148.000,8H3S,16/03/2023,16/03/2023,16/03/2023,C
808342775,WALNUT CREST ACRES SEED,833305651,9234212,WALNUT CREST ACRES SEED,WELLMAN,9234212,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H18XJM7JX,175,175,"6,300.000",8H4B,20/03/2023,20/03/2023,11/03/2023,C
808344959,MERSHON FARMS,833303209,9202093,MERSHON FARMS,BUCKNER,9202093,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H22XVH7JX,35,35,"1,347.500",8H3S,17/03/2023,17/03/2023,13/03/2023,C
808409996,ARNOLD FEED AND SEED,833351190,9419765,ARNOLD FEED AND SEED,CAMPBELLSVILLE,9419765,13030401,190794140157,00190794140157,C.DK.DKC65-95RIB.SB9.AF.80M.F7.US,H18XTH3JX,30,30,"1,140.000",8H52,04/04/2023,06/04/2023,30/03/2023,C
808043845,WALNUT CREST ACRES SEED,832984369,9234212,WALNUT CREST ACRES SEED,WELLMAN,9234212,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H21X7N4JX,600,12,"30,900.000",8H4B,28/11/2022,28/11/2022,07/11/2022,C
808051194,BRYAN PADEN,832980989,9201595,BRYAN D PADEN,WATHENA,9207200,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H21XKT3JX,100,2,"5,200.000",8H3S,06/12/2022,06/12/2022,09/11/2022,C
808061822,LARRY LANTER,832990008,9201999,LARRY LANTER,EVEREST,9201999,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H22XH47JX,100,2,"4,550.000",8H3S,23/11/2022,28/11/2022,15/11/2022,C
808061911,STATELINE AG ENTERPRISES,832991113,9128452,STATELINE AG ENTERPRISES,DAWSON,9128452,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38XYH7JX,100,2,"4,950.000",8H38,21/11/2022,22/11/2022,15/11/2022,C
808063124,DARIN AND WENDY KELLER,833019208,9201977,DARIN AND WENDY KELLER,WILBER,9201977,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38XYH7JX,50,1,"2,475.000",8H38,05/12/2022,05/12/2022,15/11/2022,C
808066071,WIENS FARMS,833025939,4198219,WIENS FARMS,BEATRICE,4198219,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38XEH4JX,350,7,"17,675.000",8H38,09/12/2022,09/12/2022,16/11/2022,C
808066246,STATELINE AG ENTERPRISES,833025634,9128452,STATELINE AG ENTERPRISES,DAWSON,9128452,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38XEH4JX,500,10,"25,250.000",8H38,07/12/2022,09/12/2022,16/11/2022,C
808068118,CARTHAGE AG SERVICE LLC,832998449,9201314,CARTHAGE AG SERVICE LLC,GOLDEN CITY,9201314,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H22XH47JX,500,10,"22,750.000",8H3S,29/11/2022,29/11/2022,17/11/2022,C
808069149,HOWARD SEED,832998450,9205392,HOWARD SEED,HIAWATHA,9205392,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H22XH47JX,700,14,"31,850.000",8H3S,02/12/2022,02/12/2022,17/11/2022,C
808072241,WIENS FARMS,833025499,4198219,WIENS FARMS,BEATRICE,4198219,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38XEH4JX,50,1,"2,525.000",8H38,08/12/2022,08/12/2022,18/11/2022,C
808072248,WIENS FARMS,833025499,4198219,WIENS FARMS,BEATRICE,4198219,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38XEH4JX,50,1,"2,525.000",8H38,08/12/2022,08/12/2022,18/11/2022,C
808078623,EMC SEED SERVICE INC,833056358,4198061,EMC SEED SERVICE INC,DILLER,4198061,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38X4C9JX,400,8,"20,800.000",8H38,20/12/2022,21/12/2022,22/11/2022,C
808088365,LARRY LANTER,833019042,9201999,LARRY LANTER,EVEREST,9201999,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,,0,0,0.000,8H3S,12/12/2022,12/12/2022,29/11/2022,C
808088365,LARRY LANTER,833019042,9201999,LARRY LANTER,EVEREST,9201999,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38XLK9JX,100,2,"4,750.000",8H3S,12/12/2022,12/12/2022,09/12/2022,C
808088365,LARRY LANTER,833019042,9201999,LARRY LANTER,EVEREST,9201999,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38XDY3JX,50,1,"2,400.000",8H3S,12/12/2022,12/12/2022,09/12/2022,C
808114642,KOELZER FARMS,833118145,9200986,KOELZER FARMS,ONAGA,9200986,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38XAA4JX,300,6,"14,700.000",8H3S,25/01/2023,25/01/2023,08/12/2022,C
808114808,BRYAN PADEN,833047171,9201595,BRYAN D PADEN,WATHENA,9207200,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38XCJ3JX,200,4,"9,600.000",8H3S,04/01/2023,04/01/2023,08/12/2022,C
808124976,EMC SEED SERVICE INC,833095384,4198061,EMC SEED SERVICE INC,DILLER,4198061,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38XAA4JX,200,4,"9,800.000",8H38,10/01/2023,10/01/2023,13/12/2022,C
808125015,DARIN AND WENDY KELLER,833092189,9201977,DARIN AND WENDY KELLER,WILBER,9201977,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38XAA4JX,100,2,"4,900.000",8H38,09/01/2023,09/01/2023,13/12/2022,C
808125392,BREWER FERTILIZER AND FARMS,833098717,9254262,BREWER FERTILIZER AND FARMS,FALLS CITY,9254262,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38XCJ3JX,750,15,"36,000.000",8H38,10/01/2023,11/01/2023,13/12/2022,C
808125409,BREWER FERTILIZER AND FARMS,833099250,9254262,BREWER FERTILIZER AND FARMS,FALLS CITY,9254262,13030404,190794140188,00190794140188,C.DK.DKC65-95RIB.SB9.AF2.50USP.F7.US,H38XNN9JX,100,2,"4,850.000",8H38,11/01/2023,12/01/2023,13/12/2022,C
